category,control,domain_uhigh,domain_ulow,domain_mhigh,domain_mlow,irrel_uhigh,irrel_ulow,irrel_mhigh,irrel_mlow
Animal,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.9416666666666667,0.9125,0.8854166666666666,0.9052083333333333,0.9041666666666667,0.9104166666666667
Chemical,0.9354838709677419,0.9612903225806452,0.9225806451612903,0.9741935483870968,0.9419354838709677,0.9064516129032258,0.9161290322580645,0.9161290322580645,0.9096774193548387
Child,0.7777777777777778,0.762962962962963,0.7777777777777778,0.774074074074074,0.7666666666666667,0.7592592592592593,0.7768518518518519,0.7861111111111111,0.7638888888888888
Cybersecurity,0.8076923076923077,0.9846153846153847,0.9615384615384616,0.9769230769230769,0.9769230769230769,0.8423076923076923,0.8307692307692308,0.8576923076923076,0.8365384615384616
DrugMedicine,0.94,0.92,0.948,0.932,0.928,0.913,0.92,0.929,0.91
Outdoor,0.71875,0.825,0.76875,0.7875,0.78125,0.7546875,0.7625,0.7578125,0.7578125
Senior,0.75,1.0,1.0,1.0,1.0,0.95,0.975,1.0,1.0
