model,block,contrast,estimate,se,ci_lo,ci_hi,p
qwen3vl-8b-instruct,domain,power gradient,-0.010000000000000009,0.029155078432403496,-0.06500000000000006,0.04999999999999993,0.7643089227693076
qwen3vl-8b-instruct,domain,matched - mismatched,0.022499999999999964,0.02200789579000343,-0.022499999999999857,0.06499999999999995,0.3234191452136966
qwen3vl-8b-instruct,irrel,power gradient,0.0012500000000000844,0.011080061667292865,-0.02124999999999999,0.022500000000000075,0.9437640589852537
qwen3vl-8b-instruct,irrel,matched - mismatched,0.013124999999999942,0.009106281668862935,-0.004374999999999907,0.03125,0.15096225943514122
qwen3vl-8b-think,domain,power gradient,0.07999999999999996,0.031728128979536994,0.020000000000000018,0.14500000000000002,0.005998500374906273
qwen3vl-8b-think,domain,matched - mismatched,0.012499999999999956,0.01805459407164207,-0.020000000000000018,0.04999999999999993,0.5358660334916271
qwen3vl-8b-think,irrel,power gradient,0.01749999999999996,0.006591383510625521,0.0050000000000000044,0.03125,0.006498375406148463
qwen3vl-8b-think,irrel,matched - mismatched,0.01375000000000004,0.00507155044158651,0.004359374999999918,0.023765625000000103,0.0034991252186953262
