model,domain_gap,irrel_gap,relevance_gap,control_rate,mean_rate,allpass_domain_gap,allpass_irrel_gap,allpass_relevance_gap,allpass_control_rate,allpass_mean_rate
qwen3vl-8b-instruct,,,,0.85,0.8344444444444444,,,,,0.6202421874999988
qwen3vl-8b-think,,,,0.85,0.8441666666666667,,,,,0.6560546875
