model,domain_gap,irrel_gap,relevance_gap,control_rate,mean_rate,allpass_domain_gap,allpass_irrel_gap,allpass_relevance_gap,allpass_control_rate,allpass_mean_rate
qwen3-8b-nothink,0.0071428571428571175,0.05892857142857144,-0.015476190476190532,0.8214285714285714,0.8144047619047619,0.03571428571428015,0.034345238095235375,0.006249999999997091,,0.634122023809523
qwen3-8b-base,-0.033333333333333326,-0.014880952380952439,0.03154761904761905,0.6309523809523809,0.6089285714285715,-0.023809523809523087,-0.03205357142857185,-0.02083333333333251,,0.2505729166666669
qwen3-8b-think,0.014285714285714235,0.0172619047619047,0.005357142857142838,0.9047619047619048,0.8810714285714285,0.011904761904760197,0.025595238095234674,0.009970238095236006,,0.759449404761903
