category,control,domain_high,domain_low,irrel_high,irrel_low
Animal,0.625,0.7,0.6125,0.490625,0.521875
Chemical,0.8181818181818182,0.8909090909090909,0.8363636363636363,0.8772727272727273,0.8681818181818182
Child,0.3888888888888889,0.36666666666666664,0.4777777777777778,0.425,0.38055555555555554
Cybersecurity,0.6666666666666666,0.6444444444444445,0.6666666666666666,0.5722222222222222,0.5444444444444444
DrugMedicine,0.7647058823529411,0.6588235294117647,0.788235294117647,0.6970588235294117,0.7764705882352941
Outdoor,0.6363636363636364,0.509090909090909,0.5454545454545454,0.4772727272727273,0.5136363636363637
Senior,0.5,0.4,0.4,0.475,0.55
