category,control,domain_high,domain_low,irrel_high,irrel_low
Animal,0.875,0.9,0.9,0.815625,0.728125
Chemical,1.0,1.0,0.9818181818181818,0.9818181818181818,1.0
Child,0.7222222222222222,0.6444444444444445,0.6,0.7555555555555555,0.6805555555555556
Cybersecurity,0.6666666666666666,0.9333333333333333,0.8888888888888888,0.8444444444444444,0.6888888888888889
DrugMedicine,0.9411764705882353,0.8823529411764706,0.8941176470588236,0.9382352941176471,0.9205882352941176
Outdoor,0.6363636363636364,0.6,0.6545454545454545,0.6681818181818182,0.6181818181818182
Senior,1.0,1.0,1.0,0.975,0.9
