category,control,domain_uhigh_mhigh,domain_uhigh_mlow,domain_ulow_mhigh,domain_ulow_mlow,irrel_uhigh_mhigh,irrel_uhigh_mlow,irrel_ulow_mhigh,irrel_ulow_mlow
Animal,0.9583333333333334,0.9083333333333333,0.8958333333333334,0.9333333333333333,0.9166666666666666,0.88125,0.8739583333333333,0.896875,0.875
Chemical,0.9354838709677419,0.967741935483871,0.9806451612903225,0.9548387096774194,0.9548387096774194,0.9129032258064517,0.9,0.9193548387096774,0.9080645161290323
Child,0.7777777777777778,0.8,0.762962962962963,0.7851851851851852,0.8074074074074075,0.7611111111111111,0.737037037037037,0.7805555555555556,0.7435185185185185
Cybersecurity,0.8076923076923077,1.0,0.9769230769230769,0.9769230769230769,0.9615384615384616,0.8692307692307693,0.8403846153846154,0.8365384615384616,0.8057692307692308
DrugMedicine,0.94,0.92,0.924,0.936,0.94,0.909,0.898,0.911,0.908
Outdoor,0.71875,0.78125,0.80625,0.8625,0.79375,0.75625,0.7640625,0.7890625,0.78125
Senior,0.75,1.0,1.0,1.0,1.0,0.9875,0.925,0.9625,0.925
