category,control,domain_uhigh_mhigh,domain_uhigh_mlow,domain_ulow_mhigh,domain_ulow_mlow,irrel_uhigh_mhigh,irrel_uhigh_mlow,irrel_ulow_mhigh,irrel_ulow_mlow
Animal,0.5,0.5833333333333334,0.4708333333333333,0.5875,0.5,0.5166666666666667,0.5104166666666666,0.5229166666666667,0.46458333333333335
Chemical,0.6129032258064516,0.7612903225806451,0.7290322580645161,0.8,0.7161290322580646,0.6967741935483871,0.6290322580645161,0.7064516129032258,0.6306451612903226
Child,0.4074074074074074,0.43703703703703706,0.43703703703703706,0.4962962962962963,0.5592592592592592,0.44722222222222224,0.4203703703703704,0.46574074074074073,0.3962962962962963
Cybersecurity,0.6923076923076923,0.8076923076923077,0.6461538461538462,0.7692307692307693,0.6846153846153846,0.6346153846153846,0.551923076923077,0.6211538461538462,0.5980769230769231
DrugMedicine,0.72,0.688,0.6,0.748,0.652,0.664,0.618,0.644,0.628
Outdoor,0.65625,0.49375,0.525,0.50625,0.53125,0.578125,0.5078125,0.5421875,0.4921875
Senior,0.75,0.6,0.85,0.75,0.65,0.6375,0.6,0.675,0.575
