model,domain_gap,irrel_gap,relevance_gap,control_rate,mean_rate,allpass_domain_gap,allpass_irrel_gap,allpass_relevance_gap,allpass_control_rate,allpass_mean_rate
qwen3-8b-base,,,,0.4880952380952381,0.5867063492063491,,,,,0.23793898809523792
qwen3-8b-nothink,,,,0.7976190476190477,0.8095899470899471,,,,,0.6241555059523807
qwen3-8b-think,,,,0.8571428571428571,0.8700396825396824,,,,,0.7565513392857133
