category,control,domain_uhigh_mhigh,domain_uhigh_mlow,domain_ulow_mhigh,domain_ulow_mlow,irrel_uhigh_mhigh,irrel_uhigh_mlow,irrel_ulow_mhigh,irrel_ulow_mlow
Animal,0.4375,0.575,0.5625,0.5875,0.5125,0.45,0.453125,0.44375,0.471875
Chemical,0.8181818181818182,0.8181818181818182,0.8909090909090909,0.9090909090909091,0.9272727272727272,0.8590909090909091,0.8318181818181818,0.9,0.8
Child,0.2222222222222222,0.5333333333333333,0.43333333333333335,0.5444444444444444,0.5444444444444444,0.4305555555555556,0.4083333333333333,0.4666666666666667,0.38055555555555554
Cybersecurity,0.4444444444444444,0.5777777777777777,0.6222222222222222,0.6,0.7333333333333333,0.6166666666666667,0.5055555555555555,0.5388888888888889,0.45555555555555555
DrugMedicine,0.8235294117647058,0.7176470588235294,0.6941176470588235,0.7294117647058823,0.7529411764705882,0.7823529411764706,0.7588235294117647,0.7852941176470588,0.75
Outdoor,0.18181818181818182,0.2909090909090909,0.45454545454545453,0.5636363636363636,0.509090909090909,0.4863636363636364,0.4772727272727273,0.5181818181818182,0.5
Senior,0.5,0.5,0.6,0.5,0.6,0.55,0.525,0.6,0.55
